title,url,timestamp,author,editor,content,content_images,tags
Ahli ITB Ungkap Hubungan Kondisi Ekosistem Tesso Nilo dan Risiko Bencana Ekologis,https://itb.ac.id/berita/ahli-itb-ungkap-hubungan-kondisi-ekosistem-tesso-nilo-dan-risiko-bencana-ekologis/63148,"Kamis, 4 - Desember - 2025, 15:46:14   - ( update : 05-12-2025 )","Dina Avanza Mardiana - Mahasiswa Mikrobiologi, 2022",Anggun Nindita,"Ilustrasi gajah (Dok. Kementerian Pariwisata RI)

RIAU, itb.ac.id – Taman Nasional Tesso Nilo (TNTN), Kabupaten Pelalawan, Riau, merupakan salah satu lanskap hutan terpenting di Pulau Sumatra yang menjadi habitat utama Gajah Sumatra beserta fauna langka lainnya seperti Harimau Sumatra, beruang madu, macan dahan, dan tapir cipan. Namun, kawasan ini tengah menghadapi tekanan besar akibat perubahan habitat yang berlangsung selama bertahun-tahun dan melibatkan berbagai aspek ekologis maupun sosial. Hal tersebut disampaikan oleh Pakar Ekologi sekaligus Ketua Kelompok Keilmuan Ekologi Sekolah Ilmu dan Teknologi Hayati Institut Teknologi Bandung (SITH ITB), Prof. Dr. Tati Suryati Syamsudin, M.S., DEA",[],"[""#itb berdampak"", ""#kampus berdampak"", ""#tesso nilo"", ""#sdg3"", ""#climate action"", ""#sdg15"", ""#life on land"", ""#sdg17"", ""#partnership for the goals""]"
"ITB, Ikatan Alumni, dan Rumah Amal Gerak Cepat Salurkan Bantuan untuk Korban Bencana di Sumatera",https://itb.ac.id/berita/itb-ikatan-alumni-dan-rumah-amal-gerak-cepat-salurkan-bantuan-untuk-korban-bencana-di-sumatera/63147,"Rabu, 3 - Desember - 2025, 21:37:17",- - -,"M. Naufal Hafizh, S.S.","Deny Willy Junaidy, Ph.D. (kiri) memasang IGW Membran Ultrafiltrasi, teknologi filtrasi air minum berbasis membran yang dapat memisahkan zat besi (Fe3+), koloid, mikroba, dan partikulat. Alat ini untuk layanan air bersih keliling di dapur-dapur umum daerah terdampak longsor yang melanda sejumlah wilayah di Aceh, Sumatera Barat, dan Sumatera Utara.BANDUNG, itb.ac.id - Institut Teknologi Bandung (ITB) bersama Ikatan Alumni ITB (IA ITB) dan Rumah Amal Salman mengerahkan bantuan cepat untuk warga terdampak banjir bandang dan longsor yang melanda sejumlah wilayah di Aceh, Sumatera Barat, dan Sumatera Utara yang juga berkolaborasi dengan Pengda IA ITB Aceh, IA ITB Sumatera Barat, dan IA ITB Sumatera Utara. Gerakan ITB Peduli Sumatera ini menjadi salah satu bentuk kolaborasi untuk mempercepat respons bantuan, khususnya di wilayah yang paling terdampak.",[],"[""#itb berdampak"", ""#kampus berdampak"", ""#itb4impact"", ""#sdg3"", ""#good health and well being"", ""#sdg6"", ""#clean water and sanitation"", ""#sdg9"", ""#industry innovation and infrastructure"", ""#sdg11"", ""#sustainable cities and communities"", ""#sdg13"", ""#climate action"", ""#sdg17"", ""#partnerships for the goals"", ""#pengabdian masyarakat"", ""#inovasi itb"", ""#ia itb"", ""#rumah amal salman"", ""#itb peduli sumatera""]"
Pelatihan untuk Mahasiswa Sarjana dan Pascasarjana Prodi Kimia FMIPA ITB Hadirkan Penerapan ISO/IEC 17025:2017,https://itb.ac.id/berita/pelatihan-untuk-mahasiswa-sarjana-dan-pascasarjana-prodi-kimia-fmipa-itb-hadirkan-penerapan-isoiec-170252017/63146,"Rabu, 3 - Desember - 2025, 12:22:06   - ( update : 03-12-2025 )",--- -,Anggun Nindita,"BANDUNG, itb.ac.id – Program Studi Kimia FMIPA ITB bekerja sama dengan Ikatan Alumni Kimia (IAKI) ITB dan Himpunan Mahasiswa Kimia “AMISCA” ITB kembali menyelenggarakan Pelatihan Evaluasi Estimasi Ketidakpastian Pengukuran Laboratorium berbasis ISO/IEC 17025:2017. Kegiatan yang memasuki tahun ketiga penyelenggaraannya ini berlangsung pada 8–9 November 2025 di Ruang Dalton FMIPA ITB, dan diikuti oleh 50 peserta yang terdiri atas mahasiswa tingkat akhir serta lulusan sarjana dan pascasarjana Kimia FMIPA ITB.",[],"[""#pelatihan"", ""#fmipa itb"", ""#kimia itb""]"
"Dukung Wisata Berkelanjutan, Tim KK Hidrografi ITB Kembangkan Dashboard Pasang Surut dan Cuaca",https://itb.ac.id/berita/dukung-wisata-berkelanjutan-tim-kk-hidrografi-itb-kembangkan-dashboard-pasang-surut-dan-cuaca/63145,"Rabu, 3 - Desember - 2025, 09:01:16","Muhammad Syahrul Tasyrifan - Teknik Geodesi dan Geomatika, 2022","M. Naufal Hafizh, S.S.","Laman muka dasbor SEARIBU yang dikembangkan oleh KK Hidrografi FITB ITB.

PULAU PRAMUKA, itb.ac.id – Tim mahasiswa dan dosen dari Kelompok Keahlian Hidrografi, Program Studi Teknik Geodesi dan Geomatika, Institut Teknologi Bandung (ITB) melaksanakan kegiatan diseminasi produk berupadashboardyang menyediakan informasi pasang surut dan cuaca pada 19-24 September 2025 di Pulau Pramuka, Kepulauan Seribu.",[],"[""#itb berdampak"", ""#kampus berdampak"", ""#itb4impact""]"
"International Process Metallurgy Conference (IPMC) 2025 Digelar di ITB, Hadirkan 464 Peserta dari 10 Negara",https://itb.ac.id/berita/international-process-metallurgy-conference-ipmc-2025-digelar-di-itb-hadirkan-464-peserta-dari-10-negara/63144,"Rabu, 3 - Desember - 2025, 08:45:22","M. Naufal Hafizh, S.S.","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id – Institut Teknologi Bandung (ITB) menggelar International Process Metallurgy Conference (IPMC) 2025 pada Selasa (14/10/2025). Konferensi internasional dua tahunan ini berlangsung selama dua hari, 14–15 Oktober 2025, di Aula Timur ITB dan Auditorium CC Timur, mengusung tema “Advancing Sustainable Metallurgy Towards Circularity & Carbon Neutrality”.",[],"[""#itb berdampak"", ""#kampus berdampak"", ""#itb4impact"", ""#metalurgi""]"
"Ubah Limbah Ternak Menjadi Energi Bersih, Tim FLUX ITB Raih Juara 2 Nasional",https://itb.ac.id/berita/ubah-limbah-ternak-menjadi-energi-bersih-tim-flux-itb-raih-juara-2-nasional/63142,"Selasa, 2 - Desember - 2025, 16:19:38   - ( update : 04-12-2025 )","Muhammad Hanif Darmawan - Mahasiswa Teknik Pertambangan, 2021",Anggun Nindita,"Tim Flux berfoto bersama dengan dewan juri setelah mendapatkan hadiah juara pada ajang Gandeng x TBS Renewable Energy Ideation Challenge 2025 di Marketing Gallery Urban Forest Cipete, Rabu (12/11/20245) (Dok. Panitia)

BANDUNG, itb.ac.id – Tim mahasiswa Institut Teknologi Bandung (ITB) yang menamakan diri Tim FLUX berhasil meraih Juara 2 pada ajang Gandeng x TBSRenewable Energy Ideation Challenge2025. Mereka terpilih melalui proses seleksi ketat dari lebih dari 100 tim tingkat nasional, mengikuti rangkaian mentoring, hingga akhirnya melaju ke babak final pitching.",[],"[""#prestasi"", ""#prestasi mahasiswa"", ""#sdg7"", ""#affordable and clean energy"", ""#sdg9"", ""#industry innovation and infrastructure"", ""#sdg11"", ""#sustainable cities and communities"", ""#sdg12"", ""#responsible consumption and production"", ""#sdg13"", ""#climate action""]"
Tim Dosen ITB Sabet 3 Podium di ITB Jatiluhur International Triathlon 2025,https://itb.ac.id/berita/tim-dosen-itb-sabet-3-podium-di-itb-jatiluhur-international-triathlon-2025/63141,"Selasa, 2 - Desember - 2025, 15:33:12   - ( update : 02-12-2025 )","M. Naufal Hafizh, S.S.","M. Naufal Hafizh, S.S.","PURWAKARTA, itb.ac.id — Tim dosen Institut Teknologi Bandung (ITB) menorehkan prestasi membanggakan pada ajang ITB Jatiluhur International Triathlon (IJIT) 2025 yang digelar di kawasan Waduk Jatiluhur, Purwakarta, Minggu (30/11/2025). Pada kategori Alumni Relay Putra, tiga tim dari ITB berhasil menyapu bersih seluruh podium. Hal ini menegaskan kekompakan dan semangat sportivitas sivitas akademika ITB dalam ajang olahraga bergengsi ini.",[],"[""#itb berdampak"", ""#kampus berdampak"", ""#itb4impact"", ""#dana lestari itb"", ""#itb jatiluhur international triathlon""]"
"ITB dan ALSI Jalin Kerja Sama, Perkuat Sinergi Alumni dan Kampus untuk Program Strategis",https://itb.ac.id/berita/itb-dan-alsi-jalin-kerja-sama-perkuat-sinergi-alumni-dan-kampus-untuk-program-strategis/63137,"Senin, 1 - Desember - 2025, 15:58:22   - ( update : 01-12-2025 )","M. Naufal Hafizh, S.S.","M. Naufal Hafizh, S.S.","PURWAKARTA, itb.ac.id – Institut Teknologi Bandung (ITB) dan Ikatan Alumni Teknik Sipil (ALSI) ITB) resmi menandatangani Perjanjian Kerja Sama (PKS) untuk penyelenggaraan kegiatan ITB Jatiluhur International Triathlon dan ALSI ITB 3on3 Basketball Festival.","[""https://itb.ac.id/files/dokumentasi/20251201-PKS-ITB-ALSI.JPG""]","[""#itb berdampak"", ""#kampus berdampak"", ""#itb4impact"", ""#alsi itb"", ""#itb jatiluhur international triathlon""]"
Rektor ITB Berkolaborasi di Panggung Tribute to Queen untuk Dukung Dana Lestari,https://itb.ac.id/berita/rektor-itb-berkolaborasi-di-panggung-tribute-to-queen-untuk-dukung-dana-lestari/63136,"Minggu, 30 - November - 2025, 15:12:24   - ( update : 01-12-2025 )",Anggun Nindita,Anggun Nindita,"BANDUNG, itb.ac.id — Rektor Institut Teknologi Bandung (ITB), Prof. Dr. Ir. Tatacipta Dirgantara, M.T., ikut serta meramaikan gelaran Waktu Indonesia Tribute -Tribute to Queen: A Bandung Kind of Magicyang berlangsung pada Sabtu (29/11/2025) di Sasana Budaya Ganesa (Sabuga) ITB. Acara ini merupakan hasil kolaborasi antara TMC dan ITB melalui program Salam Ganesha. Tujuan utama perhelatan ini selain merayakan warisan musik legendaris Queen, juga untuk menggalang dukungan bagi Dana Lestari ITB.","[""https://itb.ac.id/files/dokumentasi/DSC09740(1).jpg""]","[""#itb berdampak"", ""#kampus berdampak"", ""#waktu indonesia tribute"", ""#dana lestari""]"
"ITB, Ikatan Alumni, dan Rumah Amal Salman Akan Salurkan Bantuan Cepat bagi Korban Banjir dan Longsor di Sumatera",https://itb.ac.id/berita/itb-ikatan-alumni-dan-rumah-amal-salman-akan-salurkan-bantuan-cepat-bagi-korban-banjir-dan-longsor-di-sumatera/63135,"Sabtu, 29 - November - 2025, 13:14:48   - ( update : 29-11-2025 )",M. Naufal Hafizh -,Anggun Nindita,"Dok. Instagram @dpmk.itb

BANDUNG, itb.ac.id – Institut Teknologi Bandung (ITB) bersama Ikatan Alumni ITB dan Rumah Amal Salman bersiap menyalurkan bantuan cepat bagi masyarakat terdampak banjir bandang dan longsor yang melanda sejumlah wilayah di Sumatera.",[],[]
"30 November, Guru Besar, Dosen, hingga Alumni Ikuti ITB Triathlon 2025",https://itb.ac.id/berita/30-november-guru-besar-dosen-hingga-alumni-ikuti-itb-triathlon-2025/63134,"Jumat, 28 - November - 2025, 19:01:33   - ( update : 28-11-2025 )","M. Naufal Hafizh, S.S.","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id – Institut Teknologi Bandung (ITB) kembali menunjukkan semangat kebersamaan dan komitmen terhadap masa depan kampus melalui partisipasinya dalam ITB Jatiluhur International Triathlon 2025, yang akan digelar pada Minggu (30/11/2025), di Waduk Jatiluhur, Purwakarta.","[""https://itb.ac.id/files/dokumentasi/20251128-Triathlon1.jpg""]","[""#dana lestari itb"", ""#itb jatiluhur international triathlon 2025""]"
Ahli ITB Ungkap Interaksi Atmosfer–Geospasial di Balik Banjir Bandang dan Longsor Sumatera,https://itb.ac.id/berita/ahli-itb-ungkap-interaksi-atmosfergeospasial-di-balik-banjir-bandang-dan-longsor-sumatera/63133,"Jumat, 28 - November - 2025, 16:15:08   - ( update : 28-11-2025 )","Mely Anggrini - Mahasiswa Meteorologi, 2022",Anggun Nindita,"Ilustrasi banjir (dok. Pixabay)

BANDUNG, itb.ac.id – Bencana banjir bandang dan longsor di beberapa wilayah Aceh, Sumatera Utara, Sumatera Barat dan sekitarnya yang terjadi mulai tanggal 24 November 2025 hingga sekarang, menimbulkan dampak kerusakan yang luas.","[""https://itb.ac.id/files/dokumentasi/river-4850710_640.jpg""]","[""#banjir bandang"", ""#sumatera"", ""#ahli itb"", ""#fitb"", ""#itb berdampak"", ""#diktisaintek berdampak"", ""#sdg6"", ""#clean and water sanitation"", ""#sdg11"", ""#sustainable cities and communities"", ""#sdg13"", ""#climate action"", ""#sdg15"", ""#life on land""]"
SITH ITB Dampingi BUMDes Cibugel Olah Bambu Haur Menjadi Arang dan Cuka Bernilai Ekonomi,https://itb.ac.id/berita/sith-itb-dampingi-bumdes-cibugel-olah-bambu-haur-menjadi-arang-dan-cuka-bernilai-ekonomi/63132,"Jumat, 28 - November - 2025, 09:26:05","Aura Salsabila Alviona - Mahasiswa Bioteknologi, 2025","M. Naufal Hafizh, S.S.","SUMEDANG, itb.ac.id – Tim dosen dari Sekolah Ilmu dan Teknologi Hayati Institut Teknologi Bandung (SITH-ITB) kembali turun ke masyarakat untuk mendampingi Badan Usaha Milik Desa (BUMDes) Cibugel dalam mengoptimalkan potensi sumber daya lokal. Melalui program ""DesaNesha""skema bottom-uptahap III tahun 2025, tim ITB memberikan pelatihan intensif terkait pemeliharaan alat dan produksi arang serta cuka bambu pada 24-25 Oktober 2025.","[""https://itb.ac.id/files/dokumentasi/Desain-tanpa-judul.jpg""]","[""#itb berdampak"", ""#kampus berdampak"", ""#itb4impact"", ""#diktisaintek berdampak"", ""#sith"", ""#pengabdian masyarakat itb""]"
Riset Multidisiplin ITB Terbit di Jurnal Q1 Internasional Resources Policy: Analisis Dinamika Kebijakan Nikel Indonesia,https://itb.ac.id/berita/riset-multidisiplin-itb-terbit-di-jurnal-q1-internasional-resources-policy-analisis-dinamika-kebijakan-nikel-indonesia/63131,"Rabu, 26 - November - 2025, 08:36:02",- - -,"M. Naufal Hafizh, S.S.","BANDUNG,
itb.ac.id – Institut Teknologi Bandung (ITB) kembali menorehkan capaian penting
melalui publikasi riset multidisiplin mengenai tata kelola nikel Indonesia di
jurnal internasional bereputasiResources Policy, sebuah jurnal Q1
terindeks Scopus yang berada pada tatanan top 10% untuk publikasi di bidang
kebijakan sumber daya alam.  Jurnal
berfokus pada isu ekonomi, kebijakan publik, dan tata kelola pemanfaatan sumber
daya mineral dan energi, yang menjadi salah satu rujukan utama bagi akademisi
dan pemegang kebijakan baik dari sisi pemerintah dan industri global.","[""https://itb.ac.id/files/dokumentasi/2025-11-27-Medit1.jpg""]","[""#itb"", ""#sbm itb"", ""#fttm itb"", ""#riset itb"", ""#publikasi internasional"", ""#resources policy"", ""#sustainability"", ""#industri nikel"", ""#hilirisasi"", ""#kebijakan publik"", ""#system dynamics"", ""#kolaborasi multidisiplin"", ""#sdg7"", ""#affordable and clean energy"", ""#sdg8"", ""#decent work and economic growth"", ""#sdg9"", ""#industry innovation and infrastructure"", ""#sdg12"", ""#responsible consumption and production"", ""#sdg13"", ""#climate action"", ""#sdg17"", ""#partnerships for the goals""]"
ITB dan MGMP Kimia Garut Tingkatkan Kompetensi Guru melalui Literasi Zat Pewarna Makanan,https://itb.ac.id/berita/itb-dan-mgmp-kimia-garut-tingkatkan-kompetensi-guru-melalui-literasi-zat-pewarna-makanan/63126,"Kamis, 27 - November - 2025, 15:49:01   - ( update : 27-11-2025 )",--- -,Anggun Nindita,"GARUT, itb.ac.id – Institut Teknologi Bandung (ITB) bersama Musyawarah Guru Mata Pelajaran (MGMP) Kimia SMA Kabupaten Garut menyelenggarakan program pengabdian masyarakat bertajuk Peningkatan Kompetensi Guru dan Literasi Bahan Pewarna Kimia dalam Makanan, yang berlangsung di Ruang Rapat SMAN 1 Garut, Jumat (21/11/2025). Kegiatan ini digelar untuk meningkatkan kemampuan analisis guru kimia SMA serta memperkuat literasi mengenai penggunaan zat pewarna pada bahan pangan.",[],"[""#pengabdian"", ""#pengabdian masyarakat"", ""#sdg3"", ""#good health and well being"", ""#sdg4"", ""#quality education"", ""#sdg9"", ""#industry innovation and infrastructure"", ""#sdg12"", ""#responsible consumption and production""]"
"Inovasi Tim Mahasiswa ITB: Sistem Hidrogen Hijau dari Emisi Karbon dan Limbah Panas Geothermal, Raih Prestasi Internasional",https://itb.ac.id/berita/inovasi-tim-mahasiswa-itb-sistem-hidrogen-hijau-dari-emisi-karbon-dan-limbah-panas-geothermal-raih-prestasi-internasional/63122,"Rabu, 26 - November - 2025, 15:17:54   - ( update : 26-11-2025 )","Azka Zahara Firdausa - Mahasiswa Rekayasa Hayati, 2022",Anggun Nindita,"BANDUNG, itb.ac.id — Tim mahasiswa Institut Teknologi Bandung (ITB) lintas program studi, Tim Jawa-ra-santuy, yang terdiri dari Hanif Yusran Makarim (Rekayasa Pertanian), Muhammad Daffa Anrizky (Teknik Bioenergi dan Kemurgi), dan Bondan Attoriq (Teknik Metalurgi) berhasil menorehkan prestasi Juara 1International Paper and Poster Competition Oil Weekpada Minggu (02/11/2025). Kompetisi ini diselenggarakan olehSociety of Petroleum EngineersUniversitas Indonesia dan British Petroleum (BP), mengusung tema“Paving Pathways toward Net-Zero: Advancing Sustainable Practices in the Oil and Gas Industries”.",[],"[""#prestasi"", ""#prestasi mahasiswa"", ""#sdg7"", ""#affordable and clean energy"", ""#sdg9"", ""#industry innovation and infrastructure"", ""#sdg12"", ""#responsible consumption and production"", ""#sdg13"", ""#climate action"", ""#sdg17"", ""#partnership for the goals""]"
"HMTM “PATRA” ITB dan IATMI SM ITB Gelar Donor Darah, Ratusan Peserta Berbagi ‘Kehidupan’",https://itb.ac.id/berita/hmtm-patra-itb-dan-iatmi-sm-itb-gelar-donor-darah-ratusan-peserta-berbagi-kehidupan/63120,"Rabu, 26 - November - 2025, 11:28:45   - ( update : 26-11-2025 )","Mely Anggrini - Meteorologi, 2022","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id – Himpunan Mahasiswa Teknik Perminyakan (HMTM) “PATRA” ITB bersama Ikatan Ahli Teknik Perminyakan Indonesia (IATMI) Student Member ITB menggelar kegiatan donor darah bertajuk Petro Life, Senin (22/9/2025) di Aula Timur, ITB Kampus Ganesha. Acara ini merupakan bagian dari rangkaian program sosial masyarakat Integrated Petroleum Festival (IPFest) 2025.",[],"[""#hmtm patra"", ""#iatmi sm itb"", ""#donor darah"", ""#pmi bandung"", ""#mahasiswa itb"", ""#pengabdian masyarakat"", ""#sdg3"", ""#good health and well being"", ""#sdg17"", ""#partnerships for the goals""]"
Kenali Prospek Kerja Bioproses Engineer Bersama Alumni Rekayasa Hayati ITB,https://itb.ac.id/berita/kenali-prospek-kerja-bioproses-engineer-bersama-alumni-rekayasa-hayati-itb/63119,"Rabu, 26 - November - 2025, 11:21:58   - ( update : 26-11-2025 )",Azka Zahara Firdausa - Rekayasa Hayati 2022,"M. Naufal Hafizh, S.S.","JATINANGOR, itb.ac.id – Jatiganang Wirajaya, alumnus Rekayasa Hayati ITB angkatan 2010, hadir sebagai pembicara dalam kuliah Kapita Selekta Bioindustri, Rabu (24/9/2025), di ITB Kampus Jatinangor.",[],"[""#itb berdampak"", ""#kampus berdampak"", ""#itb4impact"", ""#diktisaintek berdampak"", ""#alumni itb""]"
Prodi Oseanografi ITB Serah Terima Spektrofotometri dan Workshop dalam Rangka PKKB 2025,https://itb.ac.id/berita/prodi-oseanografi-itb-serah-terima-spektrofotometri-dan-workshop-dalam-rangka-pkkb-2025/63118,"Rabu, 26 - November - 2025, 11:16:12   - ( update : 26-11-2025 )","Sri Wulandari - Oseanografi, 2022","M. Naufal Hafizh, S.S.","CIREBON, itb.ac.id - Program Studi Oseanografi Institut Teknologi Bandung (ITB) mengadakan serah terima pengadaan alat laboratorium Oseanografi Biologi berupa spektrofotometer, sekaligusworkshopkolaborasi bersama PT. Trimas Utama Scientific. Kegiatan yang berlangsung secara bauran di ITB Kampus Cirebon pada Rabu (1/9/2025) ini dihadiri oleh dosen Prodi Oseanografi, yakni Dr.Eng. Faruq Khadami, Dr. Iwan Pramesti Anwar, S.Si., M.Si., Saat Mubarrok, Ph.D., dan Dayu Wiyati Purnaningtyas, Ph.D., serta staf laboratorium dan mahasiswa Prodi Oseanografi ITB.",[],"[""#itb berdampak"", ""#kampus berdampak"", ""#itb4impact"", ""#diktisaintek berdampak"", ""#oseanografi""]"
Pengalaman Alumni Rekayasa Hayati ITB Raih Beasiswa MEXT ke Kobe University,https://itb.ac.id/berita/pengalaman-alumni-rekayasa-hayati-itb-raih-beasiswa-mext-ke-kobe-university/63117,"Rabu, 26 - November - 2025, 11:07:01   - ( update : 26-11-2025 )","Azka Zahara Firdausa - Rekayasa Hayati, 2022","M. Naufal Hafizh, S.S.","JATINANGOR, itb.ac.id — Hafidz Mabrur, alumnus Rekayasa Hayati ITB angkatan 2020, membagikan pengalamannya memperoleh beasiswa MEXT untuk melanjutkan studi di Kobe University, Jumat (26/9/2025). Hafidz membagikan tips persiapan, pengalaman seleksi, hingga tantangan akademik yang ia hadapi selama proses menuju studi S2 di Jepang.","[""https://itb.ac.id/files/dokumentasi/20251126-Rekayasa-Hayati01(1).jpg""]","[""#itb"", ""#rekayasa hayati itb"", ""#alumni itb"", ""#kobe university"", ""#tips beasiswa"", ""#pendidikan global"", ""#mahasiswa itb"", ""#sdg4"", ""#quality education"", ""#sdg8"", ""#decent work and economic growth"", ""#sdg17"", ""#partnerships for the goals""]"
"Perkuat Kompetensi Mahasiswa, Teknik Pertambangan ITB dan Deswik asal Australia Gelar Pelatihan Integrated Mine Planning",https://itb.ac.id/berita/perkuat-kompetensi-mahasiswa-teknik-pertambangan-itb-dan-deswik-asal-australia-gelar-pelatihan-integrated-mine-planning/63116,"Rabu, 26 - November - 2025, 10:59:09   - ( update : 26-11-2025 )","Muhammad Hanif Darmawan - Teknik Pertambangan, 2021","M. Naufal Hafizh, S.S.","BANDUNG, itb.ac.id - Dalam rangka mempersiapkan calon sarjana tambang yang berkompeten, Program Studi Teknik Pertambangan ITB berkolaborasi dengan perusahaan konsultan dan teknologi asal Australia untuk perencanaan tambang, Deswik Mining Consultants Pty Ltd yang bertempat di Edward Street, Brisbane QLD 4000, Australia untuk menyelenggarakan kuliah tamu dan pelatihansoftwarepertambangan pada 26-27 September 2025 di, ITB Kampus Ganesha. Acara ini ditujukan khusus untuk mahasiswa Teknik Pertambangan ITB sebagai persiapan mata kuliah Perencanaan Tambang Terbuka.",[],"[""#itb berdampak"", ""#kampus berdampak"", ""#itb4impact"", ""#diktisaintek berdampak""]"
"Helen Julian, Ph.D., Dosen ITB Peraih 2025 L’Oréal–UNESCO For Women in Science Award: Transformasi Limbah Sawit Menjadi Barang Bernilai Ekonomi Tinggi",https://itb.ac.id/berita/helen-julian-phd-dosen-itb-peraih-2025-lor%C3%A9alunesco-for-women-in-science-award-transformasi-limbah-sawit-menjadi-barang-bernilai-ekonomi-tinggi/63112,"Selasa, 25 - November - 2025, 15:49:12","Nattaya Putri Syailendra - Rekayasa Kehutanan, 2022","M. Naufal Hafizh, S.S.","Helen Julian, Ph.D. (Dok. Instagram lorealindonesia)

BANDUNG, itb.ac.id — Helen Julian, Ph.D., dosen Program Studi Teknologi Pangan, Institut Teknologi Bandung (ITB) meraih 2025 L’Oréal–UNESCO For Women in Science Award. Penghargaan bergengsi ini diberikan kepada ilmuwan perempuan dunia yang berkontribusi dalam pengembangan sains dan inovasi, terutama di bidang STEM.",[],"[""#itb"", ""#prestasi dosen itb"", ""#helen julian"", ""#for women in science"", ""#unesco"", ""#l oreal"", ""#inovasi itb"", ""#teknologi membran"", ""#pengolahan limbah"", ""#kelapa sawit"", ""#teknologi pangan"", ""#women in stem"", ""#riset itb"", ""#sdg5"", ""#gender equality"", ""#sdg9"", ""#industry innovation and infrastructure"", ""#sdg12"", ""#responsible consumption and production"", ""#sdg13"", ""#climate action"", ""#sdg17"", ""#partnerships for the goals""]"
Sinergi Fisika ITB dan Salman ITB Dorong Pengembangan Alat Peraga Fisika Inovatif,https://itb.ac.id/berita/sinergi-fisika-itb-dan-salman-itb-dorong-pengembangan-alat-peraga-fisika-inovatif/63111,"Selasa, 25 - November - 2025, 14:28:29   - ( update : 25-11-2025 )",--- -,Anggun Nindita,"Pemateri dan peserta Workshop Inovasi Alat Peraga Fisika untuk Materi Tingkat SMP/SMA

BANDUNG, itb.ac.id – Kelompok Keilmuan Fisika Teknologi Material Maju (FTMM) FMIPA ITB bersama Yayasan Pembina Masjid Salman ITB, Rumah Amal Salman, dan Direktorat Pengembangan Pendidikan ITB menyelenggarakan Workshop “Inovasi Alat Peraga Fisika untuk Materi Tingkat SMP/SMA” pada Sabtu (1/11/2025) di Gedung Serbaguna Masjid Salman ITB. Kegiatan ini bertujuan mendorong pengembangan alat peraga fisika yang inovatif dan aplikatif untuk mendukung pembelajaran di sekolah menengah.",[],"[""#workshop"", ""#fisika itb"", ""#sdg4"", ""#quality education"", ""#sdg9"", ""#industry innovation and infrastructure"", ""#sdg17"", ""#partnership for the goals""]"
ITB dan Tsinghua University Perkuat Kerja Sama Multidisiplin di Bidang Sains dan Teknologi,https://itb.ac.id/berita/itb-dan-tsinghua-university-perkuat-kerja-sama-multidisiplin-di-bidang-sains-dan-teknologi/63110,"Selasa, 25 - November - 2025, 11:21:29   - ( update : 25-11-2025 )",Anggun Nindita,Anggun Nindita,"BANDUNG, itb.ac.id – Institut Teknologi Bandung (ITB) menerima kunjungan Tsinghua University pada Senin (24/11/2025) di Ruang Rapim A, Gedung Rektorat ITB. Pertemuan ini dipimpin oleh Wakil Rektor Bidang Riset dan Inovasi ITB, Prof. Ir. Lavi Rizki Zuhal, Ph.D., yang membahas mengenai peluang kerja sama strategis di bidang riset, pendidikan, dan inovasi.",[],"[""#kunjungan"", ""#kerja sama"", ""#sdg4"", ""#quality education"", ""#sdg7"", ""#affordable and clean energy"", ""#sdg9"", ""#industry innovation and infrastructure"", ""#sdg13"", ""#climate action"", ""#sdg17"", ""#partnership for the goals""]"
"2 Mahasiswa ITB Raih Prestasi Internasional, Masuk Top 5 Final SEG Challenge Bowl 2025 Berbekal Pengetahuan dan Kolaborasi Multidisiplin",https://itb.ac.id/berita/2-mahasiswa-itb-raih-prestasi-internasional-masuk-top-5-final-seg-challenge-bowl-2025-berbekal-pengetahuan-dan-kolaborasi-multidisiplin/63109,"Selasa, 25 - November - 2025, 09:32:35","Ayu I'anatul Maula - Teknik Geofisika, 2022","M. Naufal Hafizh, S.S.","Tim Ophiuchus meraih prestasi Top 5 pada ajang SEG Challenge Bowl 2025, Rabu (15/10/2025). (Dok. Tim Media SEG ITB SC)

BANDUNG, itb.ac.id - Mahasiswa Institut Teknologi Bandung (ITB) mengharumkan nama ITB kancah internasional. Tim Ophiuchus, yang terdiri atas Luthfi Eka Surya Kelana (Teknik Geofisika, 2022) dan Dhani Eka Ivantio (Teknik Perminyakan, 2022) meraih Top 5 Final SEG Challenge Bowl 2025. Kompetisi bertaraf internasional ini menguji pengetahuan mahasiswa tentang bidang geosains yang diselenggarakan olehSociety of Exploration Geophysicists (SEG). Pada tahun ini, rangkaian kompetisi berlangsung dari Mei hingga Oktober 2025.",[],"[""#prestasi mahasiswa"", ""#prestasi internasional"", ""#sdg4"", ""#quality education"", ""#sdg9"", ""#industry innovation and infrastructure"", ""#sdg17"", ""#partnerships for the goals"", ""#kolaborasi multidisiplin"", ""#quality education""]"
